Id,Disease,County,Year,Sex,Count,Population,Rate,CI_lower,CI_upper,Recalculated_Rate
133504,Typhus Fever,California,2004,Male,3,17785422,0.017,0.003,0.049,0.017
103662,Salmonellosis,California,2011,Male,1933,18691131,10.342,9.886000000000001,10.812999999999999,10.342
77152,Lyme Disease,California,2009,Male,48,18445222,0.26,0.192,0.345,0.26
136897,Vibrio Infection (non-Cholera),California,2007,Male,67,18180620,0.369,0.28600000000000003,0.46799999999999997,0.369
4990,Babesiosis,California,2009,Male,1,18445222,0.005,0.0,0.03,0.005
126089,Tuberculosis,California,2006,Male,1666,18028441,9.241,8.802999999999999,9.696,9.241
109921,Shigellosis,California,2009,Female,436,18634031,2.34,2.125,2.57,2.34
55894,Hemolytic Uremic Syndrome,California,2009,Female,24,18634031,0.129,0.083,0.192,0.129
90448,"Plague, human",California,2010,Female,0,18752748,0.0,0.0,0.02,0.0
118703,Tetanus,California,2014,Female,1,19346905,0.005,0.0,0.028999999999999998,0.005
2503,Anaplasmosis and Ehrlichiosis,California,2009,Female,2,18634031,0.011000000000000001,0.001,0.039,0.011
82062,Measles,California,2001,Male,23,17174034,0.134,0.085,0.201,0.134
2506,Anaplasmosis and Ehrlichiosis,California,2010,Female,3,18752748,0.016,0.003,0.047,0.016
39371,Diphtheria,California,2014,Male,0,19154588,0.0,0.0,0.019,0.0
74691,Listeriosis,California,2005,Male,48,17899282,0.268,0.198,0.35600000000000004,0.268
53422,Hantavirus Infection,California,2007,Female,0,18373955,0.0,0.0,0.02,0.0
118669,Tetanus,California,2001,Female,5,17340743,0.028999999999999998,0.009000000000000001,0.067,0.029
12527,"Botulism, Wound",California,2013,Male,9,18988773,0.047,0.022000000000000002,0.09,0.047
7460,"Botulism, Foodborne",California,2004,Male,5,17785422,0.027999999999999997,0.009000000000000001,0.066,0.028
79630,Malaria,California,2012,Female,36,19028077,0.18899999999999997,0.133,0.262,0.189
53407,Hantavirus Infection,California,2002,Female,1,17555714,0.006,0.0,0.032,0.006
17441,Campylobacteriosis,California,2012,Male,4249,18841496,22.551,21.878,23.24,22.551
82070,Measles,California,2004,Female,4,17969405,0.022000000000000002,0.006,0.057,0.022
126101,Tuberculosis,California,2010,Male,1376,18558691,7.414,7.028,7.817,7.414
116218,Streptococcal Infection (cases in food and dairy workers),California,2014,Male,2,19154588,0.01,0.001,0.038,0.01
74700,Listeriosis,California,2008,Male,43,18331667,0.235,0.17,0.316,0.235
103665,Salmonellosis,California,2012,Male,2213,18841496,11.745,11.261,12.245,11.745
55882,Hemolytic Uremic Syndrome,California,2005,Female,19,18088355,0.105,0.063,0.16399999999999998,0.105
63687,Influenza Death (<65 years of age),California,2012,Male,52,18841496,0.276,0.20600000000000002,0.36200000000000004,0.276
64775,Invasive Meningococcal Disease,California,2011,Female,54,18881056,0.28600000000000003,0.215,0.373,0.286
85441,Paralytic Shellfish Poisoning,California,2013,Male,0,18988773,0.0,0.0,0.019,0.0
79636,Malaria,California,2014,Female,35,19346905,0.18100000000000002,0.126,0.252,0.181
128543,Tularemia,California,2001,Male,0,17174034,0.0,0.0,0.021,0.0
19887,Chlamydia,California,2005,Female,92362,18088355,510.616,507.336,513.911,510.616
126073,Tuberculosis,California,2001,Female,1300,17340743,7.497000000000001,7.095,7.916,7.497
108532,Shiga Toxin Positive Feces (without culture confirmation),California,2013,Female,28,19177344,0.146,0.09699999999999999,0.21100000000000002,0.146
133531,Typhus Fever,California,2013,Male,62,18988773,0.327,0.25,0.419,0.327
48455,Giardiasis,California,2012,Male,1108,18841496,5.881,5.539,6.237,5.881
12526,"Botulism, Wound",California,2013,Female,0,19177344,0.0,0.0,0.019,0.0
22388,Cholera,California,2012,Female,0,19028077,0.0,0.0,0.019,0.0
92947,Psittacosis,California,2010,Female,0,18752748,0.0,0.0,0.02,0.0
77145,Lyme Disease,California,2007,Female,47,18373955,0.256,0.188,0.34,0.256
44350,E. coli Other STEC (non-O157),California,2008,Male,16,18331667,0.087,0.05,0.142,0.087
27273,Coccidioidomycosis,California,2004,Female,996,17969405,5.542999999999999,5.204,5.898,5.543
12491,"Botulism, Wound",California,2001,Male,11,17174034,0.064,0.032,0.115,0.064
79609,Malaria,California,2005,Female,54,18088355,0.299,0.22399999999999998,0.39,0.299
109953,Shigellosis,California,2004,Male,963,17785422,5.415,5.078,5.768,5.415
27267,Coccidioidomycosis,California,2002,Female,615,17555714,3.503,3.2319999999999998,3.7910000000000004,3.503
121128,Toxic Shock Syndrome (Non-Streptococcal),California,2003,Female,7,17783924,0.039,0.016,0.081,0.039
48428,Giardiasis,California,2003,Male,1305,17607062,7.412000000000001,7.015,7.825,7.412
77166,Lyme Disease,California,2014,Female,40,19346905,0.207,0.14800000000000002,0.282,0.207
59804,"Hepatitis C, Acute",California,2014,Male,51,19154588,0.266,0.198,0.35,0.266
24821,Ciguatera Fish Poisoning,California,2005,Female,1,18088355,0.006,0.0,0.031,0.006
19882,Chlamydia,California,2003,Male,31007,17607062,176.105,174.15200000000002,178.075,176.105
24828,Ciguatera Fish Poisoning,California,2007,Male,2,18180620,0.011000000000000001,0.001,0.04,0.011
50954,Gonorrhea,California,2012,Male,20553,18841496,109.084,107.598,110.585,109.084
67292,Legionellosis,California,2005,Female,35,18088355,0.193,0.135,0.26899999999999996,0.193
31200,Cryptosporidiosis,California,2001,Male,185,17174034,1.077,0.9279999999999999,1.244,1.077
112478,Spotted Fever Rickettsiosis,California,2014,Male,6,19154588,0.031,0.011000000000000001,0.068,0.031
17444,Campylobacteriosis,California,2013,Male,4078,18988773,21.476,20.822,22.145,21.476
77154,Lyme Disease,California,2010,Female,36,18752748,0.192,0.134,0.266,0.192
116189,Streptococcal Infection (cases in food and dairy workers),California,2005,Female,8,18088355,0.044000000000000004,0.019,0.087,0.044
128579,Tularemia,California,2013,Male,1,18988773,0.005,0.0,0.028999999999999998,0.005
69758,Leprosy,California,2004,Female,7,17969405,0.039,0.016,0.08,0.039
133521,Typhus Fever,California,2010,Female,20,18752748,0.107,0.065,0.165,0.107
106093,Scombroid Fish Poisoning,California,2012,Female,8,19028077,0.042,0.018000000000000002,0.083,0.042
4978,Babesiosis,California,2005,Male,2,17899282,0.011000000000000001,0.001,0.04,0.011
72211,Leptospirosis,California,2002,Male,0,17384620,0.0,0.0,0.021,0.0
67311,Legionellosis,California,2011,Male,161,18691131,0.861,0.733,1.005,0.861
90433,"Plague, human",California,2005,Female,0,18088355,0.0,0.0,0.02,0.0
74719,Listeriosis,California,2014,Male,43,19154588,0.22399999999999998,0.162,0.302,0.224
67305,Legionellosis,California,2009,Male,107,18445222,0.58,0.475,0.701,0.58
9981,"Botulism, Other",California,2009,Male,0,18445222,0.0,0.0,0.02,0.0
9971,"Botulism, Other",California,2006,Female,0,18220429,0.0,0.0,0.02,0.0
4975,Babesiosis,California,2004,Male,0,17785422,0.0,0.0,0.021,0.0
19899,Chlamydia,California,2009,Female,102008,18634031,547.429,544.0830000000001,550.789,547.429
19,Amebiasis,California,2007,Female,142,18373955,0.773,0.6509999999999999,0.9109999999999999,0.773
95339,Q Fever,California,2005,Male,15,17899282,0.084,0.047,0.138,0.084
64782,Invasive Meningococcal Disease,California,2013,Male,62,18988773,0.327,0.25,0.419,0.327
90443,"Plague, human",California,2008,Male,0,18331667,0.0,0.0,0.02,0.0
118688,Tetanus,California,2009,Female,1,18634031,0.005,0.0,0.03,0.005
116202,Streptococcal Infection (cases in food and dairy workers),California,2009,Female,6,18634031,0.032,0.012,0.07,0.032
20,Amebiasis,California,2007,Male,286,18180620,1.5730000000000002,1.396,1.766,1.573
133524,Typhus Fever,California,2011,Female,22,18881056,0.11699999999999999,0.073,0.17600000000000002,0.117
115709,Tetanus,California,2001,Male,5,17174034,0.028999999999999998,0.009000000000000001,0.068,0.029
136007,Varicella Hospitalizations,California,2011,Male,29,18691131,0.155,0.10400000000000001,0.223,0.155
131019,"Typhoid Fever, case",California,2001,Female,38,17340743,0.21899999999999997,0.155,0.301,0.219
92942,Psittacosis,California,2008,Male,0,18331667,0.0,0.0,0.02,0.0
41819,E. coli O157,California,2002,Male,134,17384620,0.7709999999999999,0.6459999999999999,0.9129999999999999,0.771
116217,Streptococcal Infection (cases in food and dairy workers),California,2014,Female,2,19346905,0.01,0.001,0.037000000000000005,0.01
87898,Pertussis,California,2006,Female,971,18220429,5.329,4.999,5.675,5.329
136914,Vibrio Infection (non-Cholera),California,2013,Female,48,19177344,0.25,0.185,0.332,0.25
22385,Cholera,California,2011,Female,1,18881056,0.005,0.0,0.03,0.005
48457,Giardiasis,California,2013,Female,687,19177344,3.582,3.319,3.861,3.582
59803,"Hepatitis C, Acute",California,2014,Female,20,19346905,0.10300000000000001,0.063,0.16,0.103
114926,Staphylococcus aureus Infection (cases resulting in death or ICU),California,2010,Male,99,18558691,0.5329999999999999,0.434,0.649,0.533
58358,Hepatitis A,California,2012,Female,92,19028077,0.483,0.39,0.593,0.483
41834,E. coli O157,California,2007,Male,134,18180620,0.737,0.618,0.873,0.737
45976,Early Syphilis,California,2012,Male,5218,18841496,27.694000000000003,26.948,28.456,27.694
7481,"Botulism, Foodborne",California,2011,Male,1,18691131,0.005,0.0,0.03,0.005
126110,Tuberculosis,California,2013,Male,1322,18988773,6.962000000000001,6.5920000000000005,7.348,6.962
48422,Giardiasis,California,2001,Male,1720,17174034,10.015,9.547,10.5,10.015
45949,Early Syphilis,California,2003,Male,1962,17607062,11.142999999999999,10.655999999999999,11.647,11.143
100237,Relapsing Fever,California,2002,Male,12,17384620,0.069,0.036000000000000004,0.121,0.069
39335,Diphtheria,California,2002,Male,0,17384620,0.0,0.0,0.021,0.0
136909,Vibrio Infection (non-Cholera),California,2011,Male,65,18691131,0.348,0.268,0.44299999999999995,0.348
112471,Spotted Fever Rickettsiosis,California,2012,Female,9,19028077,0.047,0.022000000000000002,0.09,0.047
67293,Legionellosis,California,2005,Male,57,17899282,0.318,0.24100000000000002,0.413,0.318
92960,Psittacosis,California,2014,Male,0,19154588,0.0,0.0,0.019,0.0
58364,Hepatitis A,California,2014,Female,61,19346905,0.315,0.24100000000000002,0.405,0.315
12512,"Botulism, Wound",California,2008,Male,12,18331667,0.065,0.034,0.114,0.065
133527,Typhus Fever,California,2012,Female,36,19028077,0.18899999999999997,0.133,0.262,0.189
136911,Vibrio Infection (non-Cholera),California,2012,Female,62,19028077,0.326,0.25,0.418,0.326
9963,"Botulism, Other",California,2003,Male,0,17607062,0.0,0.0,0.021,0.0
53437,Hantavirus Infection,California,2012,Female,4,19028077,0.021,0.006,0.054000000000000006,0.021
133497,Typhus Fever,California,2002,Female,7,17555714,0.04,0.016,0.08199999999999999,0.04
9990,"Botulism, Other",California,2012,Male,2,18841496,0.011000000000000001,0.001,0.038,0.011
41845,E. coli O157,California,2011,Female,130,18881056,0.6890000000000001,0.575,0.818,0.689
14949,Brucellosis,California,2002,Male,15,17384620,0.086,0.048,0.142,0.086
4999,Babesiosis,California,2012,Male,3,18841496,0.016,0.003,0.047,0.016
95362,Q Fever,California,2013,Female,3,19177344,0.016,0.003,0.046,0.016
22374,Cholera,California,2007,Male,0,18180620,0.0,0.0,0.02,0.0
37,Amebiasis,California,2013,Female,66,19177344,0.344,0.266,0.43799999999999994,0.344
12515,"Botulism, Wound",California,2009,Male,12,18445222,0.065,0.034,0.114,0.065
106076,Scombroid Fish Poisoning,California,2006,Male,15,18028441,0.083,0.047,0.13699999999999998,0.083
4993,Babesiosis,California,2010,Male,0,18558691,0.0,0.0,0.02,0.0
106090,Scombroid Fish Poisoning,California,2011,Female,12,18881056,0.064,0.033,0.111,0.064
39362,Diphtheria,California,2011,Male,0,18691131,0.0,0.0,0.02,0.0
40,Amebiasis,California,2014,Female,73,19346905,0.377,0.29600000000000004,0.474,0.377
100240,Relapsing Fever,California,2003,Male,5,17607062,0.027999999999999997,0.009000000000000001,0.066,0.028
31230,Cryptosporidiosis,California,2014,Female,153,19346905,0.7909999999999999,0.67,0.927,0.791
33682,Cyclosporiasis,California,2012,Male,1,18841496,0.005,0.0,0.03,0.005
100245,Relapsing Fever,California,2005,Female,2,18088355,0.011000000000000001,0.001,0.04,0.011
9984,"Botulism, Other",California,2010,Male,0,18558691,0.0,0.0,0.02,0.0
33688,Cyclosporiasis,California,2014,Male,0,19154588,0.0,0.0,0.019,0.0
114937,Staphylococcus aureus Infection (cases resulting in death or ICU),California,2014,Female,22,19346905,0.114,0.071,0.172,0.114
136899,Vibrio Infection (non-Cholera),California,2008,Female,28,18526603,0.151,0.1,0.218,0.151
7457,"Botulism, Foodborne",California,2003,Male,0,17607062,0.0,0.0,0.021,0.0
36903,Dengue,California,2007,Male,6,18180620,0.033,0.012,0.07200000000000001,0.033
9969,"Botulism, Other",California,2005,Male,0,17899282,0.0,0.0,0.021,0.0
53435,Hantavirus Infection,California,2011,Male,0,18691131,0.0,0.0,0.02,0.0
131046,"Typhoid Fever, case",California,2010,Female,56,18752748,0.299,0.226,0.38799999999999996,0.299
74682,Listeriosis,California,2002,Male,46,17384620,0.265,0.19399999999999998,0.353,0.265
69786,Leprosy,California,2013,Male,7,18988773,0.037000000000000005,0.015,0.076,0.037
31222,Cryptosporidiosis,California,2011,Male,185,18691131,0.99,0.852,1.143,0.99
72210,Leptospirosis,California,2002,Female,0,17555714,0.0,0.0,0.021,0.0
82083,Measles,California,2008,Male,6,18331667,0.033,0.012,0.071,0.033
59794,"Hepatitis C, Acute",California,2011,Female,21,18881056,0.111,0.069,0.17,0.111
121143,Toxic Shock Syndrome (Non-Streptococcal),California,2008,Female,8,18526603,0.043,0.019,0.085,0.043
34410,Cysticercosis or Taeniasis,California,2009,Female,10,18634031,0.054000000000000006,0.026000000000000002,0.099,0.054
108529,Shiga Toxin Positive Feces (without culture confirmation),California,2012,Female,41,19028077,0.215,0.155,0.292,0.215
41855,E. coli O157,California,2014,Male,160,19154588,0.835,0.711,0.975,0.835
4989,Babesiosis,California,2009,Female,1,18634031,0.005,0.0,0.03,0.005
87902,Pertussis,California,2007,Male,263,18180620,1.4469999999999998,1.2770000000000001,1.632,1.447
36887,Dengue,California,2002,Female,0,17555714,0.0,0.0,0.021,0.0
103644,Salmonellosis,California,2005,Male,2231,17899282,12.464,11.952,12.992,12.464
12493,"Botulism, Wound",California,2002,Female,4,17555714,0.023,0.006,0.057999999999999996,0.023
121156,Toxic Shock Syndrome (Non-Streptococcal),California,2012,Male,0,18841496,0.0,0.0,0.02,0.0
97810,"Rabies, human",California,2007,Male,0,18180620,0.0,0.0,0.02,0.0
45960,Early Syphilis,California,2007,Female,300,18373955,1.633,1.453,1.828,1.633
29764,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,California,2011,Female,12,18881056,0.064,0.033,0.111,0.064
12505,"Botulism, Wound",California,2006,Female,11,18220429,0.06,0.03,0.10800000000000001,0.06
95365,Q Fever,California,2014,Female,10,19346905,0.052000000000000005,0.025,0.095,0.052
29765,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,California,2011,Male,17,18691131,0.091,0.053,0.146,0.091
34,Amebiasis,California,2012,Female,101,19028077,0.531,0.43200000000000005,0.645,0.531
24819,Ciguatera Fish Poisoning,California,2004,Male,2,17785422,0.011000000000000001,0.001,0.040999999999999995,0.011
77146,Lyme Disease,California,2007,Male,43,18180620,0.237,0.171,0.319,0.237
74684,Listeriosis,California,2003,Female,45,17783924,0.253,0.185,0.33899999999999997,0.253
126113,Tuberculosis,California,2014,Male,1294,19154588,6.756,6.392,7.1339999999999995,6.756
12503,"Botulism, Wound",California,2005,Male,23,17899282,0.128,0.081,0.193,0.128
97795,"Rabies, human",California,2002,Male,1,17384620,0.006,0.0,0.032,0.006
45958,Early Syphilis,California,2006,Male,2926,18028441,16.23,15.647,16.829,16.23
131031,"Typhoid Fever, case",California,2005,Female,25,18088355,0.138,0.08900000000000001,0.204,0.138
72232,Leptospirosis,California,2009,Female,0,18634031,0.0,0.0,0.02,0.0
69749,Leprosy,California,2001,Female,7,17340743,0.04,0.016,0.083,0.04
131028,"Typhoid Fever, case",California,2004,Female,38,17969405,0.21100000000000002,0.15,0.29,0.211
53438,Hantavirus Infection,California,2012,Male,6,18841496,0.032,0.012,0.069,0.032
39334,Diphtheria,California,2002,Female,1,17555714,0.006,0.0,0.032,0.006
7478,"Botulism, Foodborne",California,2010,Male,1,18558691,0.005,0.0,0.03,0.005
112451,Spotted Fever Rickettsiosis,California,2005,Male,0,17899282,0.0,0.0,0.021,0.0
27277,Coccidioidomycosis,California,2005,Male,1780,17899282,9.945,9.488,10.417,9.945
100248,Relapsing Fever,California,2006,Female,2,18220429,0.011000000000000001,0.001,0.04,0.011
61271,HIV,California,2012,Female,549,19028077,2.885,2.6489999999999996,3.137,2.885
12518,"Botulism, Wound",California,2010,Male,15,18558691,0.081,0.045,0.133,0.081
92944,Psittacosis,California,2009,Female,3,18634031,0.016,0.003,0.047,0.016
22,Amebiasis,California,2008,Female,147,18526603,0.7929999999999999,0.67,0.9329999999999999,0.793
53404,Hantavirus Infection,California,2001,Female,0,17340743,0.0,0.0,0.021,0.0
7472,"Botulism, Foodborne",California,2008,Male,2,18331667,0.011000000000000001,0.001,0.039,0.011
112441,Spotted Fever Rickettsiosis,California,2002,Female,1,17555714,0.006,0.0,0.032,0.006
29770,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,California,2013,Female,17,19177344,0.08900000000000001,0.052000000000000005,0.142,0.089
112459,Spotted Fever Rickettsiosis,California,2008,Female,0,18526603,0.0,0.0,0.02,0.0
126079,Tuberculosis,California,2003,Female,1345,17783924,7.563,7.164,7.978,7.563
95348,Q Fever,California,2008,Male,21,18331667,0.115,0.071,0.175,0.115
116177,Streptococcal Infection (cases in food and dairy workers),California,2001,Female,16,17340743,0.092,0.053,0.15,0.092
31202,Cryptosporidiosis,California,2002,Female,49,17555714,0.27899999999999997,0.20600000000000002,0.369,0.279
84525,Mumps,California,2012,Male,15,18841496,0.08,0.045,0.131,0.08
17417,Campylobacteriosis,California,2004,Male,2770,17785422,15.575,15.0,16.166,15.575
53426,Hantavirus Infection,California,2008,Male,0,18331667,0.0,0.0,0.02,0.0
136887,Vibrio Infection (non-Cholera),California,2004,Female,41,17969405,0.228,0.16399999999999998,0.31,0.228
27291,Coccidioidomycosis,California,2010,Female,1468,18752748,7.827999999999999,7.433,8.238999999999999,7.828
53411,Hantavirus Infection,California,2003,Male,1,17607062,0.006,0.0,0.032,0.006
136010,Varicella Hospitalizations,California,2012,Male,24,18841496,0.127,0.08199999999999999,0.19,0.127
72228,Leptospirosis,California,2008,Female,0,18526603,0.0,0.0,0.02,0.0
55904,Hemolytic Uremic Syndrome,California,2012,Male,17,18841496,0.09,0.053,0.14400000000000002,0.09
61256,HIV,California,2007,Female,853,18373955,4.6419999999999995,4.336,4.965,4.642
90428,"Plague, human",California,2003,Male,0,17607062,0.0,0.0,0.021,0.0
128557,Tularemia,California,2006,Female,1,18220429,0.005,0.0,0.031,0.005
133513,Typhus Fever,California,2007,Male,11,18180620,0.061,0.03,0.10800000000000001,0.061
131041,"Typhoid Fever, case",California,2008,Male,38,18331667,0.207,0.147,0.285,0.207
34390,Cysticercosis or Taeniasis,California,2002,Male,46,17384620,0.265,0.19399999999999998,0.353,0.265
34414,Cysticercosis or Taeniasis,California,2010,Male,22,18558691,0.11900000000000001,0.07400000000000001,0.179,0.119
103652,Salmonellosis,California,2008,Female,2628,18526603,14.185,13.648,14.738,14.185
72238,Leptospirosis,California,2011,Female,0,18881056,0.0,0.0,0.02,0.0
14982,Brucellosis,California,2013,Male,11,18988773,0.057999999999999996,0.028999999999999998,0.10400000000000001,0.058
24849,Ciguatera Fish Poisoning,California,2014,Male,1,19154588,0.005,0.0,0.028999999999999998,0.005
74715,Listeriosis,California,2013,Female,57,19177344,0.297,0.225,0.385,0.297
33687,Cyclosporiasis,California,2014,Female,2,19346905,0.01,0.001,0.037000000000000005,0.01
59064,"Hepatitis B, Acute",California,2011,Male,111,18691131,0.594,0.489,0.715,0.594
4965,Babesiosis,California,2001,Female,0,17340743,0.0,0.0,0.021,0.0
82064,Measles,California,2002,Female,0,17555714,0.0,0.0,0.021,0.0
63677,Influenza Death (<65 years of age),California,2009,Female,265,18634031,1.422,1.256,1.604,1.422
44353,E. coli Other STEC (non-O157),California,2009,Male,24,18445222,0.13,0.083,0.19399999999999998,0.13
24809,Ciguatera Fish Poisoning,California,2001,Female,3,17340743,0.017,0.004,0.051,0.017
50951,Gonorrhea,California,2011,Male,16552,18691131,88.555,87.212,89.914,88.555
64766,Invasive Meningococcal Disease,California,2008,Female,109,18526603,0.588,0.483,0.71,0.588
100233,Relapsing Fever,California,2001,Female,1,17340743,0.006,0.0,0.032,0.006
69771,Leprosy,California,2008,Male,10,18331667,0.055,0.026000000000000002,0.1,0.055
109973,Shigellosis,California,2013,Female,386,19177344,2.013,1.817,2.224,2.013
74690,Listeriosis,California,2005,Female,79,18088355,0.43700000000000006,0.34600000000000003,0.544,0.437
82097,Measles,California,2013,Female,8,19177344,0.042,0.018000000000000002,0.08199999999999999,0.042
45982,Early Syphilis,California,2014,Male,6593,19154588,34.42,33.594,35.260999999999996,34.42
24824,Ciguatera Fish Poisoning,California,2006,Female,2,18220429,0.011000000000000001,0.001,0.04,0.011
77157,Lyme Disease,California,2011,Female,46,18881056,0.244,0.17800000000000002,0.325,0.244
9987,"Botulism, Other",California,2011,Male,1,18691131,0.005,0.0,0.03,0.005
64778,Invasive Meningococcal Disease,California,2012,Female,42,19028077,0.221,0.159,0.298,0.221
50921,Gonorrhea,California,2001,Male,12683,17174034,73.85,72.571,75.146,73.85
27274,Coccidioidomycosis,California,2004,Male,1535,17785422,8.631,8.204,9.073,8.631
79598,Malaria,California,2001,Male,115,17174034,0.67,0.5529999999999999,0.804,0.67
118701,Tetanus,California,2013,Male,2,18988773,0.011000000000000001,0.001,0.038,0.011
41854,E. coli O157,California,2014,Female,163,19346905,0.843,0.718,0.982,0.843
36917,Dengue,California,2012,Female,42,19028077,0.221,0.159,0.298,0.221
19884,Chlamydia,California,2004,Female,89438,17969405,497.724,494.475,500.98800000000006,497.724
128578,Tularemia,California,2013,Female,1,19177344,0.005,0.0,0.028999999999999998,0.005
67296,Legionellosis,California,2006,Male,48,18028441,0.266,0.196,0.353,0.266
128545,Tularemia,California,2002,Female,0,17555714,0.0,0.0,0.021,0.0
55900,Hemolytic Uremic Syndrome,California,2011,Female,21,18881056,0.111,0.069,0.17,0.111
103640,Salmonellosis,California,2004,Female,2166,17969405,12.054,11.552,12.572000000000001,12.054
63690,Influenza Death (<65 years of age),California,2013,Male,125,18988773,0.6579999999999999,0.5479999999999999,0.784,0.658
131022,"Typhoid Fever, case",California,2002,Female,45,17555714,0.256,0.187,0.34299999999999997,0.256
97797,"Rabies, human",California,2003,Female,0,17783924,0.0,0.0,0.021,0.0
7466,"Botulism, Foodborne",California,2006,Male,3,18028441,0.017,0.003,0.049,0.017
95330,Q Fever,California,2002,Male,13,17384620,0.075,0.04,0.128,0.075
55906,Hemolytic Uremic Syndrome,California,2013,Female,36,19177344,0.188,0.131,0.26,0.188
17422,Campylobacteriosis,California,2006,Female,2070,18220429,11.360999999999999,10.877,11.860999999999999,11.361
103631,Salmonellosis,California,2001,Female,2114,17340743,12.190999999999999,11.677,12.722000000000001,12.191
126107,Tuberculosis,California,2012,Male,1295,18841496,6.872999999999999,6.504,7.257999999999999,6.873
9993,"Botulism, Other",California,2013,Male,0,18988773,0.0,0.0,0.019,0.0
87883,Pertussis,California,2001,Female,351,17340743,2.024,1.818,2.247,2.024
121158,Toxic Shock Syndrome (Non-Streptococcal),California,2013,Female,3,19177344,0.016,0.003,0.046,0.016
36918,Dengue,California,2012,Male,45,18841496,0.239,0.174,0.32,0.239
69750,Leprosy,California,2001,Male,12,17174034,0.07,0.036000000000000004,0.122,0.07
106066,Scombroid Fish Poisoning,California,2003,Female,5,17783924,0.027999999999999997,0.009000000000000001,0.066,0.028
69768,Leprosy,California,2007,Male,15,18180620,0.083,0.046,0.136,0.083
128554,Tularemia,California,2005,Female,4,18088355,0.022000000000000002,0.006,0.057,0.022
34401,Cysticercosis or Taeniasis,California,2006,Female,17,18220429,0.09300000000000001,0.054000000000000006,0.149,0.093
59072,"Hepatitis B, Acute",California,2014,Female,25,19346905,0.129,0.084,0.191,0.129
4969,Babesiosis,California,2002,Male,0,17384620,0.0,0.0,0.021,0.0
139332,Yersiniosis,California,2007,Female,43,18373955,0.23399999999999999,0.16899999999999998,0.315,0.234
106097,Scombroid Fish Poisoning,California,2013,Male,5,18988773,0.026000000000000002,0.009000000000000001,0.061,0.026
108521,Shiga Toxin Positive Feces (without culture confirmation),California,2009,Male,13,18445222,0.07,0.038,0.121,0.07
12494,"Botulism, Wound",California,2002,Male,19,17384620,0.109,0.066,0.171,0.109
100239,Relapsing Fever,California,2003,Female,2,17783924,0.011000000000000001,0.001,0.040999999999999995,0.011
136004,Varicella Hospitalizations,California,2010,Male,32,18558691,0.172,0.11800000000000001,0.243,0.172
29761,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,California,2010,Female,24,18752748,0.128,0.08199999999999999,0.19,0.128
136881,Vibrio Infection (non-Cholera),California,2002,Female,13,17555714,0.07400000000000001,0.039,0.127,0.074
69779,Leprosy,California,2011,Female,4,18881056,0.021,0.006,0.054000000000000006,0.021
139317,Yersiniosis,California,2002,Female,24,17555714,0.13699999999999998,0.08800000000000001,0.203,0.137
136885,Vibrio Infection (non-Cholera),California,2003,Male,58,17607062,0.32899999999999996,0.25,0.426,0.329
29754,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,California,2008,Female,13,18526603,0.07,0.037000000000000005,0.12,0.07
24816,Ciguatera Fish Poisoning,California,2003,Male,1,17607062,0.006,0.0,0.032,0.006
77127,Lyme Disease,California,2001,Male,40,17174034,0.233,0.166,0.317,0.233
9986,"Botulism, Other",California,2011,Female,2,18881056,0.011000000000000001,0.001,0.038,0.011
34392,Cysticercosis or Taeniasis,California,2003,Female,20,17783924,0.11199999999999999,0.069,0.174,0.112
34393,Cysticercosis or Taeniasis,California,2003,Male,28,17607062,0.159,0.106,0.23,0.159
48439,Giardiasis,California,2007,Female,837,18373955,4.555,4.252,4.875,4.555
61260,HIV,California,2008,Male,4997,18331667,27.259,26.508000000000003,28.025,27.259
17431,Campylobacteriosis,California,2009,Female,2639,18634031,14.162,13.627,14.713,14.162
69777,Leprosy,California,2010,Male,11,18558691,0.059000000000000004,0.03,0.106,0.059
112457,Spotted Fever Rickettsiosis,California,2007,Male,0,18180620,0.0,0.0,0.02,0.0
79621,Malaria,California,2009,Female,46,18634031,0.247,0.18100000000000002,0.32899999999999996,0.247
116190,Streptococcal Infection (cases in food and dairy workers),California,2005,Male,10,17899282,0.055999999999999994,0.027000000000000003,0.10300000000000001,0.056
36900,Dengue,California,2006,Male,5,18028441,0.027999999999999997,0.009000000000000001,0.065,0.028
139342,Yersiniosis,California,2010,Male,35,18558691,0.18899999999999997,0.131,0.262,0.189
82077,Measles,California,2006,Male,3,18028441,0.017,0.003,0.049,0.017
34411,Cysticercosis or Taeniasis,California,2009,Male,25,18445222,0.136,0.08800000000000001,0.2,0.136
7451,"Botulism, Foodborne",California,2001,Male,2,17174034,0.012,0.001,0.042,0.012
59797,"Hepatitis C, Acute",California,2012,Female,22,19028077,0.11599999999999999,0.07200000000000001,0.175,0.116
139333,Yersiniosis,California,2007,Male,53,18180620,0.292,0.218,0.381,0.292
2519,Anaplasmosis and Ehrlichiosis,California,2014,Male,3,19154588,0.016,0.003,0.046,0.016
103670,Salmonellosis,California,2014,Female,2683,19346905,13.868,13.347999999999999,14.402999999999999,13.868
